indice_tiempo,rem_ipc_nac_var_mensual_t,rem_ipc_nac_var_mensual_t_1,rem_ipc_nac_var_mensual_t_2,rem_ipc_nac_var_mensual_t_3,rem_ipc_nac_var_mensual_t_4,rem_ipc_nac_var_mensual_t_5,rem_ipc_nac_var_mensual_t_6,rem_ipc_nac_var_ia_t_12,rem_ipc__nac_var_ia_t_24,rem_ipc_nac_var_ia_2016,rem_ipc_nac_var_ia_2017,rem_ipc_nac_var_ia_2018,rem_ipc_nac_var_ia_2019,rem_ipc_nac_var_ia_2020,rem_ipc_nac_var_ia_2021,rem_ipc_nac_var_ia_2022,rem_ipc_nac_var_ia_2023,rem_ipc_nac_var_ia_2024,rem_ipc_nac_var_ia_2025,rem_ipc_nac_var_ia_2026,rem_ipc_nac_var_ia_2027,rem_ipc_nac_nucleo_var_mensual_t,rem_ipc_nac_nucleo_var_mensual_t_1,rem_ipc_nac_nucleo_var_mensual_t_2,rem_ipc_nac_nucleo_var_mensual_t_3,rem_ipc_nac_nucleo_var_mensual_t_4,rem_ipc_nac_nucleo_var_mensual_t_5,rem_ipc_nac_nucleo_var_mensual_t_6,rem_ipc_nac_nucleo_var_ia_t_12,rem_ipc__nac_nucleo_var_ia_t_24,rem_ipc_nac_nucleo_var_ia_2017,rem_ipc_nac_nucleo_var_ia_2018,rem_ipc_nac_nucleo_var_ia_2019,rem_ipc_nac_nucleo_var_ia_2020,rem_ipc_nac_nucleo_var_ia_2021,rem_ipc_nac_nucleo_var_ia_2022,rem_ipc_nac_nucleo_var_ia_2023,rem_ipc_nac_nucleo_var_ia_2024,rem_ipc_nac_nucleo_var_ia_2025,rem_ipc_nac_nucleo_var_ia_2026,rem_ipc_nac_nucleo_var_ia_2027,rem_ipc_gba_var_mensual_t_1,rem_ipc_gba_var_mensual_t_2,rem_ipc_gba_var_mensual_t_3,rem_ipc_gba_var_mensual_t_4,rem_ipc_gba_var_mensual_t_5,rem_ipc_gba_var_mensual_t_6,rem_ipc_gba_var_ia_t_12,rem_ipc__gba_var_ia_t_24,rem_ipc_gba_var_ia_2016,rem_ipc_gba_var_ia_2017,rem_ipc_gba_var_ia_2018,rem_ipc_gba_var_ia_2019,rem_ipc_gba_nucleo_var_mensual_t_1,rem_ipc_gba_nucleo_var_mensual_t_2,rem_ipc_gba_nucleo_var_mensual_t_3,rem_ipc_gba_nucleo_var_mensual_t_4,rem_ipc_gba_nucleo_var_mensual_t_5,rem_ipc_gba_nucleo_var_mensual_t_6,rem_ipc_gba_nucleo_var_ia_t_12,rem_ipc__gba_nucleo_var_ia_t_24,rem_ipc_gba_nucleo_var_ia_2016,rem_ipc_gba_nucleo_var_ia_2017,rem_ipc_gba_nucleo_var_ia_2018,rem_ipc_gba_nucleo_var_ia_2019,rem_tasa_politica_var_mensual_t_1,rem_tasa_politica_var_mensual_t_2,rem_tasa_politica_var_mensual_t_3,rem_tasa_politica_var_mensual_t_4,rem_tasa_politica_var_mensual_t_5,rem_tasa_politica_var_mensual_t_6,rem_tasa_politica_var_ia_t_12,rem_tasa_politica_var_ia_2016,rem_tasa_politica_var_ia_2017,rem_tasa_politica_var_ia_2018,rem_tasa_politica_var_ia_2019,rem_tasa_politica_var_ia_2020,rem_tasa_politica_var_ia_2021,rem_tasa_politica_var_ia_2022,rem_tasa_politica_var_ia_2023,rem_tasa_politica_var_ia_2024,rem_tasa_politica_var_ia_2025,rem_tasa_politica_var_ia_2026,rem_tcn_var_mensual_t_1,rem_tcn_var_mensual_t_2,rem_tcn_var_mensual_t_3,rem_tcn_var_mensual_t_4,rem_tcn_var_mensual_t_5,rem_tcn_var_mensual_t_6,rem_tcn_var_ia_t_12,rem_tcn_var_ia_2016,rem_tcn_var_ia_2017,rem_tcn_var_ia_2018,rem_tcn_var_ia_2019,rem_tcn_var_ia_2020,rem_tcn_var_ia_2021,rem_tcn_var_ia_2022,rem_tcn_var_ia_2023,rem_tcn_var_ia_2024,rem_tcn_var_ia_2025,rem_tcn_var_ia_2026,rem_resultado_primario_spnf_var_ia_2016,rem_resultado_primario_spnf_var_ia_2017,rem_resultado_primario_spnf_var_ia_2018,rem_resultado_primario_spnf_var_ia_2019,rem_resultado_primario_spnf_var_ia_2020,rem_resultado_primario_spnf_var_ia_2021,rem_resultado_primario_spnf_var_ia_2022,rem_resultado_primario_spnf_var_ia_2023,rem_resultado_primario_spnf_var_ia_2024,rem_resultado_primario_spnf_var_ia_2025,rem_resultado_primario_spnf_var_ia_2026,rem_pib_var_trimestral_t_menos_1,rem_pib_var_trimestral_t,rem_pib_var_trimestral_t_1,rem_pib_var_trimestral_t_2,rem_pib_var_ia_2016,rem_pib_var_ia_2017,rem_pib_var_ia_2018,rem_pib_var_ia_2019,rem_pib_var_ia_2020,rem_pib_var_ia_2021,rem_pib_var_ia_2022,rem_pib_var_ia_2023,rem_pib_var_ia_2024,rem_pib_var_ia_2025,rem_pib_var_ia_2026,rem_pib_var_ia_2027,rem_expo_mensual_t,rem_expo_mensual_t_1,rem_expo_mensual_t_2,rem_expo_mensual_t_3,rem_expo_mensual_t_4,rem_expo_mensual_t_5,rem_expo_mensual_t_6,rem_expo_anual_2021,rem_expo_anual_2022,rem_expo_anual_2023,rem_expo_anual_2024,rem_expo_anual_2025,rem_impo_mensual_t,rem_impo_mensual_t_1,rem_impo_mensual_t_2,rem_impo_mensual_t_3,rem_impo_mensual_t_4,rem_impo_mensual_t_5,rem_impo_mensual_t_6,rem_impo_anual_2021,rem_impo_anual_2022,rem_impo_anual_2023,rem_impo_anual_2024,rem_impo_anual_2025,rem_desocupacion_t_menos_1,rem_desocupacion_t,rem_desocupacion_t_1,rem_desocupacion_t_2,rem_desocupacion_4t_2021,rem_desocupacion_4t_2022,rem_desocupacion_4t_2023,rem_desocupacion_4t_2024,rem_desocupacion_4t_2025,rem_desocupacion_4t_2026
2016-06-01,,0.022,0.02,0.018,0.016,0.015,0.016,0.215,0.159,0.37,0.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022000000000000002,0.019,0.0174,0.016,0.015,0.016,0.22485,0.157,0.40299999999999997,0.19,,,,,,,,,,,,,,,0.29,0.28,0.27,0.26,0.2575,0.2535,0.21,0.2535,0.19,,,,,,,,,,15.039999999999997,15.259999999999998,15.5,15.8,15.9,16.1,17.55,16.1,18.7,,,,,,,,,,-350.6,-340.125,,,,,,,,,,,,,,-0.013999999999999999,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-01,,0.02,0.018,0.017,0.017,0.018,0.018,0.217,0.16,0.386,0.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.019,0.017,0.016,0.018,0.018,0.222,0.16,0.42,0.2,,,,,,,,,,,,,,,0.29,0.28,0.27,0.2625,0.255,0.25,0.22,0.255,0.2,,,,,,,,,,15.21,15.45,15.7,15.960000000000003,16.15,16.34,17.725,16.15,18.7,,,,,,,,,,-355.0,-372.5,,,,,,,,,,,,,,-0.015,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-01,,0.016,0.016,0.017,0.016,0.017,0.015,0.219,0.16,0.377,0.199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,0.017,0.018,0.016,0.018,0.016,0.218,0.16,0.41,0.198,,,0.017,0.016,0.015,0.015,0.015,0.015,0.199,0.151,0.35,0.179,0.0,,0.27,0.26,0.255,0.25,0.245,0.24,0.215,0.25,0.2,,,,,,,,,,15.299999999999999,15.5,15.75,16.0,16.22,16.475,17.75,16.0,18.5,,,,,,,,,,-375.0,-410.0,,,,,,,,,,,,,,-0.015,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-01,,0.017,0.017,0.016,0.017,0.015,0.016,0.211,0.154,0.365,0.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.017,0.016,0.017,0.015,0.017,0.213,0.154,0.396,0.2,,,0.015,0.015,0.015,0.015,0.015,0.015,0.19,0.14,0.34,0.177,0.0,,0.26,0.2525,0.24775,0.24,0.2375,0.23399999999999999,0.2125,0.24775,0.2,,,,,,,,,,15.5,15.765,16.0,16.2,16.41,16.58,17.8,16.0,18.4,,,,,,,,,,-378.0,-428.78,,,,,,,,,,,,,,-0.017,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-01,,0.016,0.015,0.017,0.015,0.016,0.016,0.19399999999999998,0.149,0.366,0.192,0.143,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,0.016,0.017,0.015,0.016,0.017,0.198,0.143,0.394,0.197,0.148,,0.015,0.015,0.015,0.014,0.014,0.014,0.18,0.131,0.34,0.174,0.13,,0.26,0.251,0.23600000000000002,0.2339,0.23,0.225,0.19954999999999998,0.251,0.19,0.15,,,,,,,,,15.43,15.7,15.960000000000003,16.2,16.4,16.57,18.0,15.7,18.23,20.7,,,,,,,,,-379.534999999999,-430.0,-410.0,,,,,,,,,,0.01,0.013999999999999999,,-0.02,0.032,0.033,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-01,,0.016,0.017,0.015,0.015,0.017,0.014,0.2,0.154,0.371,0.193,0.14,0.097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017,0.017,0.015,0.017,0.018,0.014,0.205,0.15,0.4,0.202,0.146,,0.015,0.015,0.015,0.015,0.014,0.014,0.184,0.131,0.342,0.18,0.13,,0.24,0.2325,0.2275,0.22,0.213,0.21,0.1875,0.24,0.1825,0.14,,,,,,,,,15.8,16.07,16.3,16.45,16.63,16.83,18.3,15.8,18.295,20.82,,,,,,,,,-385.0,-441.8,-430.0,,,,,,,,,,0.003,0.012,,-0.023,0.03,0.032,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-01,,0.017,0.015,0.016,0.017,0.013999999999999999,0.015,0.196,0.14,,0.196,0.14,0.097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017,0.016,0.017,0.018000000000000002,0.015,0.0149,0.21,0.149,,0.21,0.149,0.097,0.015,0.015,0.015,0.015,0.014,0.014,0.184,0.133,,0.184,0.133,0.09,0.2375,0.23,0.22725,0.22,0.215,0.21100000000000002,0.18774999999999997,,0.18774999999999997,0.141,,,,,,,,,16.055,16.3,16.455,16.61,16.8,17.0,18.4949999999999,,18.4949999999999,21.02,,,,,,,,,,-450.395,-424.405,,,,,,,,,,,0.010067819999999998,0.015,,0.03,0.033,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-01,,0.017,0.016,0.016,0.015,0.015,0.015,0.197,0.14,,0.2,0.14,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018,0.017,0.018,0.015,0.015,0.015,0.204,0.141,,0.208,0.146,0.096,0.015,0.016,0.015,0.015,0.014,0.015,0.18,0.134,,0.184,0.13,0.09,0.2425,0.23875,0.235,0.225,0.22,0.2175,0.19175,,0.2,0.15,,,,,,,,,16.16,16.35,16.52,16.7,16.86,17.09,18.6,,18.395,21.0,,,,,,,,,,-440.0,-429.975,,,,,,,,,,0.011000000000000001,0.013,,,0.03,0.031,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-01,,0.017,0.018,0.016,0.015,0.015,0.014,0.195,0.131,,0.201,0.14,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018,0.02,0.015,0.015,0.015,0.014,0.195,0.134,,0.208,0.149,0.095,0.015,0.015,0.015,0.015,0.014,0.014,0.172,0.122,,0.185,0.131,0.087,0.2475,0.2425,0.2375,0.2275,0.2225,0.21625,0.19175,,0.2,0.1525,,,,,,,,,15.9,16.0,16.21,16.4,16.6,16.8,18.3,,18.0,20.45,,,,,,,,,,-430.0,-410.0,,,,,,,,,,0.011000000000000001,0.013,,,0.03,0.032,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-01,,0.018000000000000002,0.01575,0.014950000000000001,0.014499999999999999,0.013000000000000001,0.013999999999999999,0.184,0.13,,0.203,0.14,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019,0.016,0.015,0.015,0.013999999999999999,0.013999999999999999,0.189,0.134,,0.212,0.15,0.103,0.015,0.015,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013000000000000001,0.173,0.122,,0.187,0.13,0.1,0.2475,0.2425,0.2375,0.23,0.225,0.22,0.19,,0.2,0.155,,,,,,,,,15.61,15.82,16.01,16.29,16.51,16.8,18.39,,17.75,20.11,,,,,,,,,,-430.0,-424.0,,,,,,,,,,,0.012,0.012,,0.027999999999999997,0.0315,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-01,,0.016,0.014499999999999999,0.0147,0.013600000000000001,0.013,0.013000000000000001,0.17509999999999998,0.13,,0.205,0.14,0.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,0.015,0.015,0.013600000000000001,0.013000000000000001,0.013999999999999999,0.179,0.127,,0.21,0.146,0.1,0.015,0.014,0.014,0.014,0.013,0.012,0.162,0.119,,0.19,0.13,0.09,0.2621,0.253,0.245,0.24,0.23,0.225,0.2,,0.215,0.16,,,,,,,,,15.6,15.8,16.1,16.37,16.67,16.9,18.3149999999999,,17.595,20.0,,,,,,,,,,-429.4,-423.44,,,,,,,,,,0.013000000000000001,0.012,,,0.026965470305895068,0.03,0.033674512393941855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-01,,0.015,0.015,0.014,0.013,0.013,0.014,0.17,0.131,,0.214,0.145,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,0.014,0.013,0.013,0.013,0.014,0.174,0.13,,0.216,0.15,0.102,0.014,0.014,0.013,0.013,0.013,0.012,0.16,0.118,,0.192,0.135,0.095,0.2575,0.25,0.245,0.24,0.23125,0.225,0.1975,,0.22,0.1605,,,,,,,,,16.1,16.3,16.53,16.805,17.1,17.42,18.57,,17.7,20.1,,,,,,,,,,-430.0,-422.9,,,,,,,,,,0.013999999999999999,0.012,,,0.026000000000000002,0.03,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-01,,0.015,0.013,0.013,0.013,0.014,0.013,0.17,0.123,,0.215,0.149,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,0.013,0.013,0.013,0.014,0.013,0.171,0.127,,0.216,0.154,0.1,0.014,0.013,0.013,0.013,0.012,0.012,0.156,0.116,,0.195,0.135,0.095,0.255,0.248,0.24,0.235,0.23,0.22,0.19699999999999998,,0.22,0.165,,,,,,,,,16.52,16.765,16.9399999999999,17.225,17.5,17.7599999999999,18.81,,17.7599999999999,20.235,,,,,,,,,,-430.0,-420.5,,,,,,,,,,,0.01,0.009657467539591959,,0.027000000000000003,0.03,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-01,,0.015,0.013,0.013,0.014,0.014,0.013,0.171,0.125,,0.22,0.155,0.104,,,,,,,,,,0.015,0.013000000000000001,0.013000000000000001,0.012,0.013000000000000001,0.0129,0.15825,0.11,0.201,0.14,0.1,,,,,,,,,0.015,0.013,0.014,0.014,0.014,,,,,0.223,,,0.014,0.013,0.013,0.013,0.013,,,,,0.205,,,0.2625,0.255,0.25,0.2425,0.2375,0.2325,0.20375,,0.2375,0.175,,,,,,,,,17.8,17.83,17.985,18.1749999999999,18.31,18.61,19.8,,18.31,20.8,,,,,,,,,,-429.0,-423.4,,,,,,,,,,0.01,0.009,,,0.027000000000000003,0.03,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-01,,0.013000000000000001,0.013999999999999999,0.013999999999999999,0.013500000000000002,0.013000000000000001,0.013250000000000001,0.172,0.12,,0.22,0.157,0.109,,,,,,,,,,0.013000000000000001,0.013000000000000001,0.013000000000000001,0.013000000000000001,0.012,0.012,0.151,0.11,0.201,0.139,0.1,,,,,,,,,0.013,0.014,0.015,0.014,,,,,,0.222,,,0.013,0.013,0.013,0.013,,,,,,0.205,,,0.2625,0.26,0.25255,0.2475,0.24375,0.24,0.205,,0.2475,0.1825,,,,,,,,,17.51,17.8,18.0,18.185,18.36,18.55,19.86,,18.185,20.71,,,,,,,,,,-427.9,-420.0,,,,,,,,,,0.0115,0.01,,,0.027999999999999997,0.03,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-01,,0.013999999999999999,0.013999999999999999,0.013500000000000002,0.013500000000000002,0.013250000000000001,0.013250000000000001,0.169,0.121,,0.22,0.158,0.11,,,,,,,,,,0.013000000000000001,0.013000000000000001,0.0127,0.012,0.012,0.012,0.15,0.108,0.203,0.14,0.1,,,,,,,,,0.014,0.015,0.014,,,,,,,0.223,,,0.013,0.013,0.013,,,,,,,0.207,,,0.2625,0.26,0.255,0.25,0.2475,0.24375,0.2125,,0.255,0.195,,,,,,,,,17.7,17.9,18.1,18.3,18.505,18.685,19.9,,18.1,20.6,,,,,,,,,,-426.35,-420.0,,,,,,,,,,,0.01,0.006999999999999999,,0.027999999999999997,0.03,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-01,,0.015,0.015,0.014,0.014,0.014,0.014,0.17300000000000001,0.114,,0.23,0.16,0.11,,,,,,,,,,0.013999999999999999,0.013999999999999999,0.0132,0.012,0.012,0.012,0.151499999999999,0.107,0.21,0.143,0.104,,,,,,,,,0.016,0.016,,,,,,,,0.235,,,0.014,0.014,,,,,,,,0.215,,,0.2775,0.2775,0.2775,0.2725,0.26625,0.26225000000000004,0.21,,0.2775,0.21,,,,,,,,,17.8,18.015,18.26,18.45,18.65,18.85,20.1,,18.015,20.515,,,,,,,,,,-417.0,-412.26,,,,,,,,,,0.01,0.0075,,,0.028999999999999998,0.0308,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,,0.021,0.015,0.015,0.015,0.015,0.013,0.175,0.118,,0.235,0.166,0.113,,,,,,,,,,0.015,0.013,0.013,0.013,0.012,0.011,0.153,0.109,0.21,0.149,0.104,,,,,,,,,0.022,,,,,,,,,0.24,,,0.015,,,,,,,,,0.215,,,0.2875,0.2875,0.2875,0.2875,0.2775,0.2725,0.23,,0.2875,0.22,,,,,,,,,17.8,18.0,18.2,18.375,18.555,18.7,20.155,,17.8,20.285,,,,,,,,,,-410.405,-408.755,,,,,,,,,,0.01,0.006999999999999999,,,0.028999999999999998,0.031,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-01,,0.015,0.015700000000000002,0.015,0.013999999999999999,0.013000000000000001,0.012,0.174,0.116,,,0.174,0.116,0.08,,,,,,,,,0.013000000000000001,0.012,0.013000000000000001,0.012,0.012,0.011000000000000001,0.149,0.1,,0.149,0.1,0.0745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2875,0.2875,0.28,0.2725,0.2675,0.26,0.2225,,,0.2225,0.1565,,,,,,,,18.2,18.4,18.58,18.77,19.0,19.145,20.35,,,20.35,22.6,,,,,,,,,,-411.91,-343.99,,,,,,,,,,0.0075,0.0075,,,0.0315,0.0325,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-01,,0.02075,0.017,0.018000000000000002,0.013999999999999999,0.013999999999999999,0.013000000000000001,0.18600000000000003,0.1335,,,0.19399999999999998,0.135,0.091,,,,,,,,,0.016,0.015,0.013999999999999999,0.013000000000000001,0.013000000000000001,0.012,0.165,0.11900000000000001,,0.16899999999999998,0.12,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,0.265,0.26125,0.255,0.25,0.245,0.215,,,0.2175,0.16,,,,,,,,19.6749999999999,19.7,19.9,20.03,20.215,20.55,22.15,,,21.8849999999999,24.5,,,,,,,,,,-408.0,-343.78,,,,,,,,,0.006999999999999999,0.006999999999999999,,,,0.03,0.031,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-01,,0.017,0.019,0.013999999999999999,0.013999999999999999,0.013000000000000001,0.012549999999999999,0.1764,0.129,,,0.19899999999999998,0.14,0.09699999999999999,,,,,,,,,0.0158,0.015,0.0138,0.013000000000000001,0.013000000000000001,0.012,0.161,0.12,,0.171,0.126,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,0.265,0.26,0.255,0.25,0.2425,0.2125,,,0.22,0.17,,,,,,,,20.14,20.33,20.5,20.62,20.87,21.09,22.55,,,22.0,24.6,,,,,,,,,,-409.0,-360.75,,,,,,,,,0.006,0.005,,,,0.0265,0.03,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-01,,0.021,0.015,0.013999999999999999,0.0138,0.013000000000000001,0.013000000000000001,0.178,0.13,,,0.2025,0.1427,0.1,,,,,,,,,0.016,0.014499999999999999,0.013300000000000001,0.013000000000000001,0.012,0.012,0.16,0.117,,0.1805,0.126,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2725,0.2675,0.26,0.255,0.2475,0.2425,0.2125,,,0.225,0.171,,,,,,,,20.38,20.5,20.74,21.0,21.26,21.59,23.18,,,22.5,25.1,,,,,,,,,,-410.0,-350.61,,,,,,,,,,0.003,0.006,,,0.025,0.031,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-01,,0.017,0.015300000000000001,0.013999999999999999,0.013000000000000001,0.013000000000000001,0.013000000000000001,0.182,0.13449999999999998,,,0.22,0.15,0.11,,,,,,,,,0.016,0.015,0.013000000000000001,0.0125,0.012,0.012,0.16079999999999997,0.12,,0.198,0.1318,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3025,0.2875,0.28,0.2725,0.2675,0.26,0.23,,,0.245,0.18675,,,,,,,,20.66,20.8,21.0,21.3149999999999,21.6749999999999,21.9399999999999,23.36,,,22.5649999999999,25.385,,,,,,,,,,-400.875,-350.5,,,,,,,,,0.0001,0.007,,,,0.025,0.0315,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-01,,0.024,0.02,0.01755,0.016,0.017,0.015,0.2224,0.16649999999999998,,,0.271,0.1895,0.14,,,,,,,,,0.022000000000000002,0.019,0.017,0.015,0.015,0.013999999999999999,0.207,0.153,,0.251,0.17800000000000002,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.38,0.36,0.345,0.33,0.32,0.27,,,0.3,0.2325,,,,,,,,25.09,25.5,25.9,26.3,26.65,27.0,29.24,,,27.39,31.84,,,,,,,,,,-355.0,-305.8,,,,,,,,,-0.0095,-0.00385,,,,0.013000000000000001,0.022000000000000002,0.027999999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-01,,0.025,0.021,0.018000000000000002,0.02,0.017,0.0179,0.2415,0.175,,,0.3,0.2015,0.15,,,,,,,,,0.025,0.021,0.019,0.0177,0.016,0.015,0.225,0.1615,,0.282,0.184,0.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.38,0.37,0.35,0.35,0.33,0.28,,,0.33,0.24875,,,,,,,,28.5,28.9,29.14,29.5,30.0,30.3,32.9,,,30.3,36.0,,,,,,,,,,-360.0,-234.9,,,,,,,,,,-0.007,0.00115,,,0.005,0.0155,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-01,,0.024,0.02,0.02,0.018,0.018,0.018,0.237,0.171,,,0.318,0.206,0.15025,,,,,,,,,0.022,0.02,0.018,0.016,0.016,0.016,0.22,0.157,,0.305,0.19005,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.39,0.38,0.3675,0.35,0.35,0.295,,,0.35,0.255,,,,,,,,28.1,28.66,29.2,29.8,30.5,31.0,33.485,,,30.5,36.0,,,,,,,,,,-360.0,-243.0,,,,,,,,,-0.006,0.001,,,,-0.00275,0.015,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-01,,0.04,0.035,0.0274,0.024849999999999997,0.0203,0.02,0.315,0.212,,,0.40299999999999997,0.253,0.18899999999999997,,,,,,,,,0.042,0.032,0.026000000000000002,0.024,0.02,0.02,0.30975,0.20199999999999999,,0.405,0.245,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.6,0.6,0.6,0.55,0.5,0.395,,,0.6,0.32,,,,,,,,39.7,40.0,41.105,41.9,42.5,42.765,46.67,,,41.9,50.0,,,,,,,,,,-356.0,-213.0,,,,,,,,,-0.015,-0.005,,,,-0.018500000000000003,0.005,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-01,,0.04,0.03,0.02725,0.0245,0.023,0.024,0.319,0.203,,,0.44780000000000003,0.27,0.19,,,,,,,,,0.038,0.03,0.025,0.023,0.022000000000000002,0.022000000000000002,0.301,0.195,,0.44,0.259,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.65,0.6,0.58,0.55,0.5185,0.4,,,0.6,0.35,,,,,,,,41.0,42.0,43.0,43.6,44.1,44.85,48.2,,,43.0,50.4,,,,,,,,,,-360.0,0.0,,,,,,,,,,-0.01,0.0,,,-0.025,-0.005,0.022000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-01,,0.031,0.02825,0.025,0.025,0.024,0.022000000000000002,0.306,0.2005,,,0.4746,0.2775,0.19640000000000002,,,,,,,,,0.032,0.03,0.025,0.022000000000000002,0.022000000000000002,0.02,0.294,0.1955,,0.48,0.268,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,0.65,0.62,0.58,0.55,0.515,0.4,,,0.65,0.35,,,,,,,,37.975,39.2549999999999,40.15,41.135,41.82,42.44,47.17,,,39.2549999999999,48.9,,,,,,,,,,-357.83,0.0,,,,,,,,,-0.019,0.0,,,,-0.023849999999999996,-0.01,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-01,,0.0274,0.025,0.023,0.023,0.022000000000000002,0.02,0.28625,0.1931,,,0.475,0.275,0.19149999999999998,,,,,,,,,0.027000000000000003,0.024,0.022000000000000002,0.022000000000000002,0.02,0.0192499999999999,0.271,0.1886,,0.47200000000000003,0.257,0.1771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.5565,0.536,0.51,0.48125,0.46375,0.3675,,,0.6,0.35,,,,,,,,39.0,39.92,40.57,41.435,42.0,42.67,47.7,,,39.0,48.5,,,,,,,,,,-356.195,0.0,,,,,,,,,-0.017,0.0,,,,-0.02375,-0.0115,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
